"","long","lat","order","hole","piece","id","group"
"288",16.888715,50.394378,288,FALSE,"1","Dolnoslaskie","Dolnoslaskie.1"
"289",16.888824,50.392767,289,FALSE,"1","Dolnoslaskie","Dolnoslaskie.1"
"290",16.88902,50.389877,290,FALSE,"1","Dolnoslaskie","Dolnoslaskie.1"
"291",16.894411,50.390036,291,FALSE,"1","Dolnoslaskie","Dolnoslaskie.1"
"292",16.896033,50.390084,292,FALSE,"1","Dolnoslaskie","Dolnoslaskie.1"
"293",16.903048,50.390289,293,FALSE,"1","Dolnoslaskie","Dolnoslaskie.1"
"294",16.903351,50.385788,294,FALSE,"1","Dolnoslaskie","Dolnoslaskie.1"
"295",16.910364,50.385991,295,FALSE,"1","Dolnoslaskie","Dolnoslaskie.1"
"296",16.91067,50.381489,296,FALSE,"1","Dolnoslaskie","Dolnoslaskie.1"
"297",16.910847,50.378846,297,FALSE,"1","Dolnoslaskie","Dolnoslaskie.1"
"298",16.910973,50.376988,298,FALSE,"1","Dolnoslaskie","Dolnoslaskie.1"
"299",16.911276,50.372487,299,FALSE,"1","Dolnoslaskie","Dolnoslaskie.1"
"300",16.911579,50.367981,300,FALSE,"1","Dolnoslaskie","Dolnoslaskie.1"
"301",16.911882,50.36348,301,FALSE,"1","Dolnoslaskie","Dolnoslaskie.1"
